"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";"Characteristics:Марка автомобиля";Weight;Length;Width;Height;"SEO title";"SEO descr";"SEO keywords";"FB title";"FB descr"
258296415992;;A.040.000002,101-007-005-00;;"Экспедиционные боксы;Допы>>>Допы к багажникам;Хранение";"Бокс на крышу VERTEX5000 Roof Box";;"Бокс на крышу автомобиля <strong>VERTEX5000 Roof Box</strong><br /><ul><li data-list=""bullet"">Эргономичный обтекаемый дизайн </li><li data-list=""bullet"">Привлекательный внешний вид</li><li data-list=""bullet"">Удобные быстрые крепления для установки</li></ul><br /><strong>Характеристики</strong><br /><strong>Размеры</strong>: 1875*832*355 мм<br /><strong>Объем</strong>: 300L<br /><strong>Материал:</strong> PC+ABS чистая доска<br /><strong>Вес</strong>: около 25 кг<br /><strong>Процесс изготовлени</strong>я: блистер + литье под давлением<br /><strong>Упаковка</strong>: Пластиковая пленка + желтый гофрированный картон";https://static.tildacdn.com/stor6138-6161-4661-b931-663539316534/99432582.jpg;127775.00;;;;;D3CftBdHCo4Zp7n9i2sF;;;0;0;0;0;;;;;
271164170192;;A.003.000001,103-038-001-00;;Багажники;"Поперечные релинги VIZOR Roof Expanding Crossbar для TESLA Model Y";;"Поперечины для крыши <strong>VIZOR Roof Expanding Crossbar</strong><br /><strong>Характеристики</strong><br /><ul><li data-list=""bullet""><strong>Размер основания</strong>: 122*142*100 мм</li><li data-list=""bullet""><strong>Передняя перекладина</strong>: 1155*75*24 мм</li><li data-list=""bullet""><strong>Задняя перекладина</strong>: 1060*75*24 мм</li><li data-list=""bullet""><strong>Вес</strong>: 6.4 кг</li><li data-list=""bullet""><strong>Процесс изготовления</strong>: ADC-12 алюминиевый сплав / акрил / PC+ABS / алюминиевый профиль 6063-T5</li><li data-list=""bullet""><strong>Грузоподъемность</strong>: 75 кг</li></ul>";https://static.tildacdn.com/stor3038-3835-4237-b235-336465363738/945e3160338f9dfcaca6e0912fb046a3.jpg;39919.00;;;;;NonGgRZE23XJZi31KFka;;;0;0;0;0;;;;;
535743778412;;;;"Багажники>>>Аксессуары к багажникам STORM";"Боковые заглушки к кронштейнам поперечин системы Vizor";;"<strong>Характеристики</strong><br />Размер: 108*88*41 мм<br />Вес: около 0,32 кг<br />Прозрачная крышка: Акрил<br />Внутренняя оболочка прозрачной крышки: ПК+АБС";https://static.tildacdn.com/stor6363-3137-4236-b462-623238313439/50723364.jpg;;;;;;Y5yiBG8Xs0bnNJnnlPgH;;;0;0;0;0;;;;;
795609676212;;A.007.000001,103-038-002-00;;;"Боковые заглушки к кронштейнам поперечин системы Vizor - Basic version";;;https://static.tildacdn.com/stor6363-3137-4236-b462-623238313439/50723364.jpg;6650.00;;;"Версия:Basic version";;xmUi0sMcHHHOnNdB94os;535743778412;;0;0;0;0;;;;;
440380946132;;A.007.000002,103-038-003-00;;;"Боковые заглушки к кронштейнам поперечин системы Vizor - Limited Edition";;;https://static.tildacdn.com/stor6638-3231-4862-b032-666262393339/26637024.jpg;6650.00;;;"Версия:Limited Edition";;p22Uvy200pK7L5sck351;535743778412;;0;0;0;0;;;;;
799606783222;;A.010.000001,103-040-001-00;;"Багажники>>>Аксессуары к багажникам STORM";"Стойка на крышу для крепления велосипеда TANDRIX Bicycle Rack";;"Стойка на крышу для крепления велосипеда<strong> TANDRIX Bicycle Rack</strong><br /><ul><li data-list=""bullet"">Небольшой вес при прочной конструкции</li><li data-list=""bullet"">Быстрая, удобная и надежная фиксация</li><li data-list=""bullet"">Защита от кражи</li><li data-list=""bullet""></li></ul><strong>Размеры:</strong> 1518*150*118мм<br /><strong>Вес: </strong>5.9 кг<br /><strong>Максимальный вес велосипеда:</strong> 24Kg<br /><strong>Материал:</strong> 6063 - T6, алюминиевый профиль C6";https://static.tildacdn.com/stor6635-3136-4466-b835-306461396562/89104319.png;44745.00;;;;;ydhGdPTBgBss8aoL0ic3;;;0;0;0;0;;;;;
989035863282;;A.001.000029,103-001-006-00;;"Багажники>>>Багажники STORM;Багажники";"Багажник экспедиционный STORM для Jeep Compass (2017-2021)";;"Легкий и прочный полноразмерный экспедиционный автомобильный багажник из алюминия <strong>STORM </strong>для <strong>Jeep Compass </strong>(2017-2021) (версия для китайского рынка) входит в систему Arcane Warrior для перевозки вещей и установки дополнительного оборудования для кемпинга и автопутешествий.<br /><ul><li data-list=""bullet"">Минимальное завышение от штатной высоты автомобиля</li><li data-list=""bullet"">Удобная сборная конструкция, в комплекте шаблон для сборки</li><li data-list=""bullet"">Специальные пазы для крепежных болтов в поперечинах для закрепления дополнительного оборудования</li><li data-list=""bullet"">Эстетичные и надежные крепления для заводских релингов</li><li data-list=""bullet"">Подходит для активного использования на бездорожье.</li><li data-list=""bullet"">Прочная алюминиевая конструкция</li><li data-list=""bullet"">Модульная система, возможна установка большого количества аксессуаров</li><li data-list=""bullet"">Брутальный и современный дизайн</li></ul><br /><strong>Характеристики</strong><br /><strong>Размеры багажника: </strong>1614*1065*66мм<br /><strong>Размеры погрузочной площадки:</strong> 1384*1244mm<br /><strong>Упаковочные размеры:</strong> 1595*360*495мм<br /><strong>Завышение от штатной высоты:</strong> 60мм<br /><strong>Расстояние от дна платформы до крыши: </strong>40мм<br /><strong>Вес:</strong> 21.8 кг<br /><strong>Динамическая грузоподьемность:</strong> 140 кг<br /><strong>Статическая грузоподьемность:</strong> 300 кг<br /><strong>Макcимальный размер диодной балки: </strong>до 800мм";https://static.tildacdn.com/stor3763-3864-4861-b765-623330326166/97717483.png;89452.00;;;;;E6JhPlX1icOmR0ZHIOpj;;Jeep;0;0;0;0;;;;;
526386155342;;A.001.000028,103-001-005-00;;"Багажники>>>Багажники STORM;Багажники";"Багажник экспедиционный STORM для Jeep Grand Cherokee 2011-2020";;"Легкий и прочный полноразмерный экспедиционный автомобильный багажник из алюминия <strong>STORM </strong>для<strong> Jeep Grand Cherokee 2011-2020</strong> входит в систему Arcane Warrior для перевозки вещей и установки дополнительного оборудования для кемпинга и автопутешествий.<br /><ul><li data-list=""bullet"">Минимальное завышение от штатной высоты автомобиля</li><li data-list=""bullet"">Удобная сборная конструкция, в комплекте шаблон для сборки</li><li data-list=""bullet"">Специальные пазы для крепежных болтов в поперечинах для закрепления дополнительного оборудования</li><li data-list=""bullet"">Эстетичные и надежные крепления для заводских релингов</li><li data-list=""bullet"">Подходит для активного использования на бездорожье.</li><li data-list=""bullet"">Прочная алюминиевая конструкция</li><li data-list=""bullet"">Модульная система, возможна установка большого количества аксессуаров</li><li data-list=""bullet"">Брутальный и современный дизайн</li></ul><br /><strong>Характеристики</strong><br /><strong>Размер багажника:</strong> 1519*1165*66 мм<br /><strong>Размер погрузочной платформы:</strong> 1023*1000 мм<br /><strong>Размер упаковки:</strong> 1595*360*495 мм<br /><strong>Завышение от штатной высоты: </strong>80 мм<br /><strong>Расстояние от дна платформы до крыши автомобиля: </strong>50 мм<br /><strong>Вес: </strong>23.1 кг<br /><strong>Динамическая грузоподъемность: </strong>140 кг<br /><strong>Статическая грузоподьемность:</strong> 300 кг<br /><strong>Макcимальный размер диодной балки:</strong> 900 мм";https://static.tildacdn.com/stor3763-3864-4861-b765-623330326166/97717483.png;99484.00;;;;;fjgpdjzS2d9yFl77rsRU;;Jeep;0;0;0;0;;;;;
315412849002;;A.001.000119,103-005-012-00;;"Багажники>>>Багажники STORM;Багажники";"Багажник экспедиционный STORM для Toyota Sienna 2021-2024";;"Легкий и прочный полноразмерный экспедиционный автомобильный багажник из алюминия <strong>STORM </strong>для <strong>Toyota Sienna 2021-2024</strong> входит в систему Arcane Warrior для перевозки вещей и установки дополнительного оборудования для кемпинга и автопутешествий.<br /><ul><li data-list=""bullet"">Минимальное завышение от штатной высоты автомобиля</li><li data-list=""bullet"">Удобная сборная конструкция, в комплекте шаблон для сборки</li><li data-list=""bullet"">Специальные пазы для крепежных болтов в поперечинах для закрепления дополнительного оборудования</li><li data-list=""bullet"">Эстетичные и надежные крепления для заводских релингов</li></ul><br /><strong>Для установки автомобиль должен быть оборудован продольными релингами</strong><br /><br /><strong>Характеристики</strong><br /><strong>Размер багажника: </strong>1645*1151*66 мм<br /><strong>Размеры погрузочной площадки: </strong>1435*985 мм<br /><strong>Размер упаковки: </strong>1595*360*495 мм<br /><strong>Завышение от штатной высоты: </strong>96 мм<br /><strong>Расстояние от дна платформы до крыши автомобиля: </strong>104 мм<br /><strong>Вес: </strong>20 кг<br /><strong>Динамическая грузоподьемность: </strong>160 кг<br /><strong>Статическая грузоподьемность: </strong>340 кг<br /><strong>Макcимальный размер диодной балки:</strong> 900 мм";https://static.tildacdn.com/stor6633-3936-4730-a535-383430333734/24601990.png;96976.00;;;;;78LET9fVR4m1fn6G0Zds;;Toyota;0;0;0;0;;;;;
277632146512;;A.001.000117,103-005-010-00;;"Багажники>>>Багажники STORM;Багажники";"Багажник экспедиционный STORM для Toyota Corolla Cross 2022-2023";;"Легкий и прочный полноразмерный экспедиционный автомобильный багажник из алюминия <strong>STORM </strong>для <strong>Toyota Corolla Cross 2022-2023</strong> входит в систему Arcane Warrior для перевозки вещей и установки дополнительного оборудования для кемпинга и автопутешествий.<br /><ul><li data-list=""bullet"">Минимальное завышение от штатной высоты автомобиля</li><li data-list=""bullet"">Удобная сборная конструкция, в комплекте шаблон для сборки</li><li data-list=""bullet"">Специальные пазы для крепежных болтов в поперечинах для закрепления дополнительного оборудования</li><li data-list=""bullet"">Эстетичные и надежные крепления для заводских релингов</li></ul><br /><strong>Для установки автомобиль должен быть оборудован продольными релингами</strong><br /><br /><strong>Характеристики</strong><br /><strong>Размер багажника: </strong>1465*1065*66мм<br /><strong>Размеры погрузочной площадки:</strong> 968*900мм<br /><strong>Размер упаковки: </strong>1595*360*495мм<br /><strong>Завышение от штатной высоты:</strong> 70мм<br /><strong>Расстояние от дна платформы до крыши автомобиля:</strong> 63мм<br /><strong>Вес:</strong> 20кг<br /><strong>Динамическая грузоподьемность: </strong>140кг<br /><strong>Статическая грузоподьемность: </strong>300кг<br /><strong>Макcимальный размер диодной балки: </strong>800мм";https://static.tildacdn.com/stor6633-3936-4730-a535-383430333734/24601990.png;94468.00;;;;;jGtPsZTEbYnOUmag94VE;;Toyota;0;0;0;0;;;;;
998098933252;;A.001.000115,103-005-008-00;;"Багажники>>>Багажники STORM;Багажники";"Багажник экспедиционный STORM для Toyota Highlander 2022-2023";;"Легкий и прочный полноразмерный экспедиционный автомобильный багажник из алюминия <strong>STORM </strong>для <strong>Toyota Highlander 2022-2023</strong> входит в систему Arcane Warrior для перевозки вещей и установки дополнительного оборудования для кемпинга и автопутешествий.<br /><ul><li data-list=""bullet"">Минимальное завышение от штатной высоты автомобиля</li><li data-list=""bullet"">Удобная сборная конструкция, в комплекте шаблон для сборки</li><li data-list=""bullet"">Специальные пазы для крепежных болтов в поперечинах для закрепления дополнительного оборудования</li><li data-list=""bullet"">Эстетичные и надежные крепления для заводских релингов</li></ul><br /><strong>Для установки автомобиль должен быть оборудован продольными релингами</strong><br /><br /><strong>Характеристики</strong><br /><strong>Размер багажника:</strong> 1730*1225*66мм<br /><strong>Размеры погрузочной площадки: </strong>1233*1060мм<br /><strong>Размер упаковки: </strong>1595*360*495мм<br /><strong>Завышение от штатной высоты: </strong>66мм<br /><strong>Расстояние от дна платформы до крыши автомобиля:</strong> 62мм<br /><strong>Вес: </strong>24.5кг<br /><strong>Динамическая грузоподьемность: </strong>150кг<br /><strong>Статическая грузоподьемность:</strong> 320кг<br /><strong>Макcимальный размер диодной балки:</strong> 950мм";https://static.tildacdn.com/stor6633-3936-4730-a535-383430333734/24601990.png;107008.00;;;;;r2fRojAiNijVrcIuO2Rh;;Toyota;0;0;0;0;;;;;
120021439612;;A.001.000116,103-005-009-00;;"Багажники>>>Багажники STORM;Багажники";"Багажник экспедиционный STORM для Toyota RAV4 (2020-2023)";;"Легкий и прочный полноразмерный экспедиционный автомобильный багажник из алюминия <strong>STORM </strong>для <strong>Toyota RAV4 (2020-2023)</strong> входит в систему Arcane Warrior для перевозки вещей и установки дополнительного оборудования для кемпинга и автопутешествий.<br /><ul><li data-list=""bullet"">Минимальное завышение от штатной высоты автомобиля</li><li data-list=""bullet"">Удобная сборная конструкция, в комплекте шаблон для сборки</li><li data-list=""bullet"">Специальные пазы для крепежных болтов в поперечинах для закрепления дополнительного оборудования</li><li data-list=""bullet"">Эстетичные и надежные крепления для заводских релингов</li></ul><br /><strong>Для установки автомобиль должен быть оборудован продольными релингами</strong><br /><br /><strong>Характеристики</strong><br /><strong>Размер багажника: </strong>1545*1116*66мм<br /><strong>Размеры погрузочной площадки:</strong> 1048*950мм<br /><strong>Размер упаковки: </strong>1595*360*495мм<br /><strong>Завышение от штатной высоты: </strong>58мм<br /><strong>Расстояние от дна платформы до крыши автомобиля:</strong> 66мм<br /><strong>Вес:</strong> 20.9кг<br /><strong>Динамическая грузоподьемность:</strong> 140кг<br /><strong>Статическая грузоподьемность: </strong>300кг<br /><strong>Макcимальный размер диодной балки: </strong>850мм";https://static.tildacdn.com/stor6633-3936-4730-a535-383430333734/24601990.png;94468.00;;;;;0PP7vSSdogonVvNlaxF7;;Toyota;0;0;0;0;;;;;
676299866662;;A.001.000040,103-023-003-00;;"Багажники>>>Багажники STORM;Багажники";"Багажник экспедиционный STORM для Volvo XC40 (2020-2024)";;"Легкий и прочный полноразмерный экспедиционный автомобильный багажник из алюминия <strong>STORM </strong>для <strong>Volvo XC40 (2020-2024)</strong> входит в систему Arcane Warrior для перевозки вещей и установки дополнительного оборудования для кемпинга и автопутешествий.<br /><ul><li data-list=""bullet"">Минимальное завышение от штатной высоты автомобиля</li><li data-list=""bullet"">Удобная сборная конструкция, в комплекте шаблон для сборки</li><li data-list=""bullet"">Специальные пазы для крепежных болтов в поперечинах для закрепления дополнительного оборудования</li><li data-list=""bullet"">Эстетичные и надежные крепления для заводских релингов</li></ul><br /><strong>Для установки автомобиль должен быть оборудован продольными релингами</strong><br /><br /><strong>Характеристики</strong><br /><strong>Размер багажника: </strong>1525*1151*66мм<br /><strong>Размеры погрузочной площадки:</strong> 1023*985мм<br /><strong>Размер упаковки: </strong>1595*360*495мм<br /><strong>Завышение от штатной высоты: </strong>72мм<br /><strong>Расстояние от дна платформы до крыши автомобиля:</strong> 65мм<br /><strong>Вес: </strong>21.2кг<br /><strong>Динамическая грузоподьемность:</strong> 140кг<br /><strong>Статическая грузоподьемность:</strong> 300кг<br /><strong>Макcимальный размер диодной балки:</strong> 900мм";https://static.tildacdn.com/stor6138-6166-4361-b135-653363323336/f4fa2e0be326eaa980c4811005ac1f64.png;91960.00;;;;;03SISZ8mkECKAPsMPicj;;Volvo;0;0;0;0;;;;;
975778204812;;A.001.000039,103-023-002-00;;"Багажники>>>Багажники STORM;Багажники";"Багажник экспедиционный STORM для Volvo XC60 (2018-2024)";;"Легкий и прочный полноразмерный экспедиционный автомобильный багажник из алюминия <strong>STORM </strong>для<strong> Volvo XC60 2018-2024</strong> входит в систему Arcane Warrior для перевозки вещей и установки дополнительного оборудования для кемпинга и автопутешествий.<br /><ul><li data-list=""bullet"">Минимальное завышение от штатной высоты автомобиля</li><li data-list=""bullet"">Удобная сборная конструкция, в комплекте шаблон для сборки</li><li data-list=""bullet"">Специальные пазы для крепежных болтов в поперечинах для закрепления дополнительного оборудования</li><li data-list=""bullet"">Эстетичные и надежные крепления для заводских релингов</li></ul><br /><strong>Для установки автомобиль должен быть оборудован продольными релингами</strong><br /><br /><strong>Характеристики</strong><br /><strong>Размер багажника: </strong>1525*1151*66мм<br /><strong>Размеры погрузочной площадки: </strong>1068*985мм<br /><strong>Размер упаковки: </strong>1595*360*495мм<br /><strong>Завышение от штатной высоты: </strong>80мм<br /><strong>Расстояние от дна платформы до крыши автомобиля:</strong> 72мм<br /><strong>Вес:</strong> 21.3кг<br /><strong>Динамическая грузоподьемность: </strong>140кг<br /><strong>Статическая грузоподьемность: </strong>300кг<br /><strong>Макcимальный размер диодной балки: </strong>900мм";https://static.tildacdn.com/stor6234-3835-4961-b234-356165373065/cd0f89be7438914469c81bdeb868779d.png;91960.00;;;;;3xNdiL8tRv4SLk0PgSP7;;Volvo;0;0;0;0;;;;;
241646134012;;A.001.000038,103-023-001-00;;"Багажники>>>Багажники STORM;Багажники";"Багажник экспедиционный STORM для Volvo XC90 (2019-2024)";;"Легкий и прочный полноразмерный экспедиционный автомобильный багажник из алюминия <strong>STORM </strong>для<strong> Volvo XC90 2019-2024</strong> входит в систему Arcane Warrior для перевозки вещей и установки дополнительного оборудования для кемпинга и автопутешествий.<br /><ul><li data-list=""bullet"">Минимальное завышение от штатной высоты автомобиля</li><li data-list=""bullet"">Удобная сборная конструкция, в комплекте шаблон для сборки</li><li data-list=""bullet"">Специальные пазы для крепежных болтов в поперечинах для закрепления дополнительного оборудования</li><li data-list=""bullet"">Эстетичные и надежные крепления для заводских релингов</li></ul><br /><strong>Для установки автомобиль должен быть оборудован продольными релингами</strong><br /><br /><strong>Характеристики</strong><br /><strong>Размер багажника: </strong>1600*1151*66мм<br /><strong>Размеры погрузочной площадки:</strong> 1103*985мм<br /><strong>Размер упаковки: </strong>1595*360*495мм<br /><strong>Завышение от штатной высоты: </strong>65мм<br /><strong>Расстояние от дна платформы до крыши автомобиля:</strong> 80мм<br /><strong>Вес: </strong>23кг<br /><strong>Динамическая грузоподьемность:</strong> 150кг<br /><strong>Статическая грузоподьемность:</strong> 320кг<br /><strong>Макcимальный размер диодной балки: </strong>900мм";https://static.tildacdn.com/stor6265-3561-4230-b834-653732386462/f92802116129384219ef176b32f4fd0b.png;106904.00;;;;;h9lOn8vIiOS3UsIHjsTE;;Volvo;0;0;0;0;;;;;
298064561352;;A.005.000002,103-008-100-00;;"Лестницы;Лестницы>>>Лестницы для STORM;Лестницы>>>Лестницы Revolve";"Лестница телескопическая боковая REVOLVE PIVOT MASTER X90 (Версия М)";;"Лестница телескопическая боковая<strong> REVOLVE PIVOT MASTER X90, Версия М (средняя, для внедорожников 1,75-2,05м).</strong><br /><ul><li data-list=""bullet"">Компактная</li><li data-list=""bullet"">Эстетичный дизайн</li><li data-list=""bullet"">Быстро раскладывается/убирается</li><li data-list=""bullet"">Телескопическая регулировка высоты</li></ul><br /><strong>Характеристики:</strong><br /><ul><li data-list=""bullet"">Размер в закрытом положении:1681*114*172 мм</li><li data-list=""bullet"">В раскрытом положении: телескопические позиции составляют: 173см, 183см, 193см, 203см.</li><li data-list=""bullet"">Вес: 14,25 кг</li><li data-list=""bullet"">Материал изделия: ADC-12 алюминиевый сплав --- литье под давлением, 6063-T5 алюминиевый профиль --- экструзия</li><li data-list=""bullet"">Грузоподъемность: 150 кг</li><li data-list=""bullet"">Применимые модели: средний и большой внедорожник</li></ul>";https://static.tildacdn.com/stor6533-3435-4564-b931-373137663730/46aa4bf2342e01af7cd641b9f322d66f.jpg;94795.00;;;;;DGZKTiuK4HBr89xjJszp;;;0;0;0;0;;;;;
862742501122;;A.012.000013,103-000-035-00;;"Лестницы;Лестницы>>>Лестницы для STORM;Лестницы>>>Лестницы Revolve";"Кронштейны для быстрой установки лестницы REVOLVE PIVOT MASTER";;"<strong>Размер одного кронштейна: </strong>120*150*123 мм<br /><strong>Вес комплекта (два кронштейна):</strong> около 3,4 кг<br /><strong>Материал изделия:</strong> углеродистая сталь<br /><strong>Грузоподъемность:</strong> 150 кг";https://static.tildacdn.com/stor3033-3065-4662-a262-376132316462/19437068.png;17005.00;;;;;DJRNkg29LpaksfsC6gos;;;0;0;0;0;;;;;
345313060602;;004.000002.01,103-008-048-01;;"Лестницы;Лестницы>>>Лестницы для STORM;Лестницы>>>Лестницы Crossing";"Универсальная боковая лестница к багажнику CROSSING Ladder (без кронштейнов)";;"Прочная, удобная и стильная раскладная алюминиевая лестница <strong>CROSSING Roof ladder универсальная. Только лестница, без кронштейнов. Кронштейны под конкретные автомобили нужно покупать отдельно.</strong><br /><br /><ul><li data-list=""bullet"">Быстрое и легкое раскладывание и складывание</li><li data-list=""bullet"">Удобный доступ к оборудованию и вещам на багажнике</li><li data-list=""bullet"">Стильный и брутальный вид</li><li data-list=""bullet"">Двухточечная блокировка</li><li data-list=""bullet"">Многоточечная фиксация, более стабильный размер</li><li data-list=""bullet"">Трехступенчатое открытие и закрытие, более удобное в использовании</li></ul><br /><strong>Характеристики</strong><br /><strong>Закрытый размер: </strong>651*500*140мм<br /><strong>Открытый размер: </strong>1075*500*140мм<br /><strong>Вес:</strong>12кг<br /><strong>Материал:</strong> алюминий<br /><strong>Нагрузка: </strong>150кг<br /><br /><strong>Подходит для:</strong><br /><ul><li data-list=""bullet"">TANK300/ сторона водителя/ сторона пассажира</li><li data-list=""bullet"">TANK500/ сторона водителя/ сторона пассажира</li><li data-list=""bullet"">TANK500hi4/сторона водителя/сторона пассажираTANK700/ сторона водителя/сторона пассажира</li><li data-list=""bullet"">Land Rover Defender 90/сторона водителя</li><li data-list=""bullet"">Land Rover Defender 110/сторона водителя</li><li data-list=""bullet"">Land Rover Defender 130/сторона водителя</li><li data-list=""bullet"">Land Rover Discovery 4/сторона водителя</li><li data-list=""bullet"">HAVAL H9/сторона водителя</li><li data-list=""bullet"">HAVAL H5/сторона водителя</li><li data-list=""bullet"">Leopard BAO 8/сторона пассажираLeopard BAO 5/сторона пассажира</li></ul>";https://static.tildacdn.com/stor6366-6363-4965-b865-373864633432/29644495.png;50825.00;;;;;p5khyo4loUaZeB0I6I9E;;;0;0;0;0;;;;;
422469370872;;A.052.000001,102-004-004-00;;Сумки;"Сумка для аптечки First Aid Kit";;"Сумочка для аптечки и набора первой помощи. Поставляется пустой.<br /><br /><strong>Характеристики</strong><br /><strong>Размер: </strong>230*80*180 мм<br /><strong>Вес:</strong> 0.44 кг<br /><strong>Материал: </strong>ткань 600D; тесьма 600D PP 1.3мм";https://static.tildacdn.com/stor3733-3766-4266-b132-663861663166/64435302.jpg;6080.00;;;;;Y4lHcx8xecoLPVbO9JvA;;;0;0;0;0;;;;;
986700567532;;A.069.000001,501-015-001-00;;"Посуда;Одежда и мерч";"Туристическая термос-бутылка Arcane Warrior";;"Размер изделия: 200*78 мм<br />Размер упаковки: 303*119*91 мм<br />Материал изделия: Европейский и американский стандарт двухслойной 18/8 пищевой нержавеющей стали<br />Объем: около 532 мл<br />Вес: около 470 г";https://static.tildacdn.com/stor6132-3936-4561-b831-343463343862/33280170.jpg;5795.00;0;;;;S37iZTnFJ6zdrdpaZOUu;;;0;0;0;0;;;;;
277618572912;;A.064.000005,501-004-011-00;;"Одежда и мерч";"Маска LANDING Limited";;"Размер изделия: 43*22 см<br />Материал: высокоэластичная ткань из смешанных волокон<br />Технология изделия: бесшовное цельное вязание";https://static.tildacdn.com/stor6465-6262-4164-b936-646636373635/37956767.png;3040.00;0;;;;cYX7vOnbfCdlXItv1AER;;;0;0;0;0;;;;;
107925758222;;A.065.000002,510-002-013-00;;"Одежда и мерч";"Шапка флисовая LANDING Limited Edition Fleece Cap";;"Материал изделия: флис";https://static.tildacdn.com/stor3430-6533-4637-a666-333463313763/89591884.png;3610.00;0;;;;4xA8s1AkF6JXfxBle0l2;;;0;0;0;0;;;;;
723599614882;;A.068.000002,501-013-036-00;;"Одежда и мерч;Все для сна";"Одеяло зимнее полуфлисовое Arcane Warrior";;"Материал изделия: полуфлис, синтетическое волокно, 100% полиэстер<br />Размер: 150*150 см";https://static.tildacdn.com/stor3832-6434-4232-a130-656661653836/97864687.jpg;18240.00;0;;;;kA020r8RBX3gFOD7ubZF;;;0;0;0;0;;;;;
717213091232;;A.067.000001,501-013-034-00;;"Одежда и мерч;Все для сна";"Полотенца быстросохнущие Limited Edition";;"Размер : 120*60 см<br />Солнцезащитный фильтр: Солнцезащитный крем UPF50+";https://static.tildacdn.com/stor6233-3565-4434-a630-376232643536/61123220.jpg;3610.00;0;;;;4NkiV2Xvvn1UEaP4ydpU;;;0;0;0;0;;;;;
357876549262;;501-013-004-00;;"Одежда и мерч;Сумки";"Сумка Arcane Warrior";;"Размер: 600*400mm<br />Материал: экологически чистый полипропилен";https://static.tildacdn.com/stor6131-3337-4761-b766-666461363862/39745037.png;1093.00;0;;;;GtddEuYBDNoaljV1OxhJ;;;0;0;0;0;;;;;
741000878732;;A.001.000164,103-012-010-00;;"Багажники>>>Багажники STORM;Автомобили>>>Ford Ranger;Багажники";"Багажник экспедиционный STORM для Ford Ranger (2023-2024)";;"Легкий и прочный полноразмерный экспедиционный автомобильный багажник из алюминия <strong>STORM </strong>для <strong>FORD Ranger 2023+</strong> входит в систему Arcane Warrior для перевозки вещей и установки дополнительного оборудования для кемпинга и автопутешествий.<br /><ul><li data-list=""bullet"">Минимальное завышение от штатной высоты автомобиля</li><li data-list=""bullet"">Удобная сборная конструкция, в комплекте шаблон для сборки</li><li data-list=""bullet"">Специальные пазы для крепежных болтов в поперечинах для закрепления дополнительного оборудования</li></ul><br /><strong>Для установки на автомобиль без заводских релингов</strong><br /><br /><strong>Характеристики</strong><br /><strong>Размер багажника: </strong>1335*1165*66мм<br /><strong>Размеры погрузочной площадки:</strong> 1125*1000мм<br /><strong>Размер упаковки: </strong>1595*360*495мм<br /><strong>Завышение от штатной высоты:</strong> 85мм<br /><strong>Расстояние от дна платформы до крыши автомобиля: </strong>90мм<br /><strong>Вес: </strong>17.5кг<br /><strong>Динамическая грузоподьемность: </strong>150кг<br /><strong>Статическая грузоподьемность: </strong>320кг<br /><strong>Макcимальный размер диодной балки: </strong>900мм";https://static.tildacdn.com/stor3530-6564-4562-b365-306364353537/7404b833a16274433c8bd78b38b9172d.jpg;94259.00;;;;;vuEryzTcNJNT6FFNn9h2;;Ford;0;0;0;0;;;;;
432392030432;"Arcane Warrior";A.001.000074,103-016-004-00;;"Багажники>>>Багажники STORM;Багажники";"Багажник экспедиционный STORM для BYD Yangwang U8 2024+";;"Легкий и прочный полноразмерный экспедиционный автомобильный багажник из алюминия <strong>STORM </strong>для <strong>Yangwang U8 2024+</strong> (суббренд BYD) входит в систему Arcane Warrior для перевозки вещей и установки дополнительного оборудования для кемпинга и автопутешествий.<br /><ul><li data-list=""bullet"">Минимальное завышение от штатной высоты автомобиля</li><li data-list=""bullet"">Удобная сборная конструкция, в комплекте шаблон для сборки</li><li data-list=""bullet"">Специальные пазы для крепежных болтов в поперечинах для закрепления дополнительного оборудования</li><li data-list=""bullet"">Эстетичные и надежные крепления для заводских релингов</li></ul><br /><strong>*Для установки на автомобиль, оборудованный заводскими продольными релингами</strong>";https://static.tildacdn.com/stor3932-6535-4265-b033-626331343566/70457843.jpg;116936.00;;;;;RAXojLJA82FKLLUjtaK2;;BYD;0;0;0;0;;;;;
